NOM_COMUN,TIPO_VEGET,ESTADO_INICIAL,FECHA,LADO_RED,DAP_ESTIM,LONG_INTER,TIPO_INTER,NIVEL_RIES,CIRCUITO_TRAMO,NODO_1,NODO_2,LONGITUD,LATITUD,DEP,MUN
PALMA,Ornamental,Ejecutado,2024-09-13,Encima,50,5,Poda,Alto,DON23L12,L10957,L10958,-74.68398319,5.475002691,CALDAS,LA DORADA
MANGO,Frutales,Inspeccionado,2024-09-13,Debajo,40,5,Poda,Bajo,DON23L12,L10954,L10955,-74.68358067,5.475685456,CALDAS,LA DORADA
PALMA,Ornamental,Ejecutado,2024-09-13,Debajo,40,5,Poda,Alto,DOR30L22,B10002,B10029,-74.67916223,5.475217048,CALDAS,LA DORADA
SAMAN,Bosque natural,Ejecutado,2024-09-13,Encima,80,10,Poda,Alto,DON23L12,L10709,L10710,-74.67914027,5.474771639,CALDAS,LA DORADA
LIMON,Frutales,Pendiente Otro,2024-09-11,Debajo,8,1,Poda,Medio,BOL23L12,E61726,E61727,-75.07347123,5.406687517,CALDAS,SAMANÁ
NN,Rastrojo,Ejecutado,2024-09-05,Debajo,15,15,Poda,Alto,AMA30L14,B02017,B02018,-75.85254008,5.204198493,RISARALDA,BELÉN DE UMBRÍA
GUALANDAY,Arbol aislado,Ejecutado,2024-08-08,Debajo,56,14,Poda,Alto,BEL30L12,B06018,B06019,-75.84303774,4.996523005,CALDAS,BELALCÁZAR
NN,Frutales,Nuevo,2024-08-08,Debajo,15,3,Poda,Alto,NSA23L14,E55255,E55256,-74.96819248,5.639493949,CALDAS,SAMANÁ
CAMARGO,Rastrojo,Nuevo,2024-08-08,Ambos Lados,12,6,Poda,Alto,NSA23L14,E51462,E51464,-74.98213601,5.624844453,CALDAS,SAMANÁ
NN,Rastrojo,Pendiente Apagon,2024-08-08,Ambos Lados,14,3,Poda,Alto,NSA23L14,E51462,E51463,-74.98213523,5.624919636,CALDAS,SAMANÁ
NN,Rastrojo,Ejecutado,2024-08-02,Debajo,1,25,Rocería,Bajo,MAZ30L13,B37015,B37016,-75.14575227,5.297289427,CALDAS,MANZANARES
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-08-08,Debajo,42,16,Poda,Alto,BEL30L12,B06010,B06011,-75.8334873,4.99445259,CALDAS,BELALCÁZAR
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-08-15,Izquierda,50,6,Poda,Medio,CHI23L18,M32142,M32144,-75.554707,5.084783,CALDAS,MANIZALES
GUADUA,Guadual,Ejecutado,2024-08-15,Izquierda,20,15,Tala,Bajo,AMR23L13,C30409,C30410,-75.60751531,5.122869084,CALDAS,MANIZALES
GUADUA,Guadual,Ejecutado,2024-08-15,Debajo,20,25,Tala,Bajo,AMR23L13,C30403,C30404,-75.60534796,5.121101489,CALDAS,MANIZALES
LIMON,Frutales,Ejecutado,2024-08-23,Debajo,15,5,Poda,Medio,BEO23L12,L20060,L20061,-74.74493247,5.293055147,CALDAS,LA DORADA
LIMON,Frutales,Ejecutado,2024-08-23,Debajo,20,5,Poda,Medio,BEO23L12,L200058,L20059,-74.74342394,5.293079001,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-08-13,Derecha,34,5,Tala,Medio,SCH23L12,W17157,W17158,-76.03895028,5.402920791,RISARALDA,MISTRATÓ
PALMA,Arbol aislado,Ejecutado,2024-08-13,Derecha,34,5,Tala,Medio,SCH23L12,W17157,W17158,-76.03884429,5.402735736,RISARALDA,MISTRATÓ
CANIABRAVA,Rastrojo,Ejecutado,2024-08-24,Debajo,10,5,Rocería,Medio,SUP23L15,W66063,W66064,-75.67729307,5.455111803,CALDAS,RIOSUCIO
PLATANO,Huerto,Ejecutado,2024-09-10,Debajo,2,4,Poda,Alto,MLA23L15,E31450,E31479,-75.10703863,5.257754338,CALDAS,MANZANARES
GUADUA,Guadual,Ejecutado,2024-09-10,Debajo,6,5,Tala,Alto,MLA23L15,E31488,E31493,-75.11058733,5.272339242,CALDAS,MANZANARES
NN,Huerto,Ejecutado,2024-09-10,Debajo,2,5,Poda,Alto,MLA23L15,E31012,E31450,-75.10704198,5.257712959,CALDAS,MANZANARES
GUADUA,Guadual,Ejecutado,2024-09-10,Debajo,6,8,Tala,Alto,MLA23L15,E31487,E31488,-75.10723437,5.269856533,CALDAS,MANZANARES
SIETE CUEROS,Bosque natural,Ejecutado,2024-09-11,Izquierda,25,25,Tala,Alto,FLR23L12,E50014,E50016,-75.07396788,5.535326218,CALDAS,SAMANÁ
OTROS,Bosque natural,Ejecutado,2024-09-11,Debajo,8,8,Rocería,Medio,FLR23L12,E50013,E50014,-75.07372624,5.535133438,CALDAS,SAMANÁ
OTROS,Bosque natural,Ejecutado,2024-09-11,Debajo,15,15,Rocería,Bajo,FLR23L12,E50016,E50017,-75.07706785,5.536851485,CALDAS,SAMANÁ
OTROS,Bosque natural,Ejecutado,2024-09-11,Ambos Lados,25,25,Tala,Alto,FLR23L12,E50016,E50017,-75.0770606,5.536843541,CALDAS,SAMANÁ
OTROS,Bosque natural,Ejecutado,2024-09-11,Debajo,25,10,Tala,Medio,FLR23L12,E50017,E50018,-75.07715433,5.536888399,CALDAS,SAMANÁ
GUADUA,Guadual,Pendiente Apagon,2024-08-14,Encima,15,15,Tala,Alto,INS23L14,C23658,C23864,-75.72461716,5.031762948,RISARALDA,MARSELLA
CARBONERO,Arbol aislado,Pendiente Apagon,2024-08-14,Encima,90,10,Poda,Alto,INS23L14,C23026,C23659,-75.72533501,5.033733347,RISARALDA,MARSELLA
SWINGLEA,Cerca Viva,Ejecutado,2024-08-14,Debajo,45,3,Poda,Bajo,INS23L14,C23651,C23652,-75.72367698,5.02327136,RISARALDA,MARSELLA
CAUCHO,Arbol aislado,Pendiente Apagon,2024-08-14,Derecha,10,10,Poda,Alto,INS23L14,C23652,C23653,-75.723918,5.024768,RISARALDA,MARSELLA
TACHUELO,Arbol aislado,Pendiente Apagon,2024-08-14,Derecha,90,20,Poda,Alto,INS23L14,C23652,C23653,-75.7239,5.02497,RISARALDA,MARSELLA
GUADUA,Guadual,Ejecutado,2024-08-14,Encima,15,10,Tala,Medio,INS23L14,C23655,C23656,-75.72350313,5.02985002,RISARALDA,MARSELLA
GUADUA,Guadual,Ejecutado,2024-08-14,Encima,15,6,Tala,Bajo,INS23L14,C23656,C23657,-75.72360231,5.030849944,RISARALDA,MARSELLA
GUADUA,Guadual,Ejecutado,2024-08-14,Izquierda,20,20,Tala,Bajo,INS23L14,C23657,C23658,-75.723801,5.03121,RISARALDA,MARSELLA
MATARRATON,Cerca Viva,Inspeccionado,2024-08-14,Debajo,25,5,Poda,Bajo,INS23L14,C23026,C23865,-75.72530366,5.033259878,RISARALDA,MARSELLA
CIPRES,Cerca Viva,Ejecutado,2024-08-14,Debajo,6,3,Rocería,Bajo,INS23L14,C23026,C23865,-75.72526112,5.03316931,RISARALDA,MARSELLA
CEDRO,Arbol aislado,Pendiente Apagon,2024-09-05,Encima,40,10,Poda,Alto,AGU23L13,N41105,N41141,-75.45547306,5.616088607,CALDAS,AGUADAS
CANIABRAVA,Rastrojo,Ejecutado,2024-09-07,Ambos Lados,5,12,Rocería,Medio,BQE23L14,D13869,D13870,-75.68802079,4.836695922,RISARALDA,DOSQUEBRADAS
YARUMO,Arbol aislado,Ejecutado,2024-09-07,Derecha,30,15,Tala,Alto,BQE23L14,D13142,D13870,-75.68829168,4.836523925,RISARALDA,DOSQUEBRADAS
OTROS,Arbol aislado,Ejecutado,2024-09-07,Derecha,25,10,Tala,Alto,BQE23L14,D13869,D13870,-75.68801988,4.836696511,RISARALDA,DOSQUEBRADAS
CANIABRAVA,Rastrojo,Ejecutado,2024-09-07,Debajo,5,70,Rocería,Medio,BQE23L14,D13142,D13870,-75.688307,4.83652,RISARALDA,DOSQUEBRADAS
ACHIOTE,Bosque natural,Nuevo,2024-08-27,Ambos Lados,200,3,Poda,Alto,ENE23L12,M60037,M60038,-75.43331426,5.032599943,CALDAS,VILLAMARÍA
ACHIOTE,Bosque natural,Nuevo,2024-08-27,Debajo,150,2,Poda,Medio,ENE23L12,M60032,M60034,-75.43238078,5.033656197,CALDAS,VILLAMARÍA
OTROS,Bosque natural,Pendiente Apagon,2024-09-09,Debajo,35,8,Poda,Alto,AGU23L12,N40078,N40079,-75.43517381,5.604184254,CALDAS,AGUADAS
ARBOLOCO,Bosque natural,Pendiente Apagon,2024-09-09,Ambos Lados,35,15,Poda,Alto,AGU23L12,N40078,N40079,-75.43443918,5.60452045,CALDAS,AGUADAS
OTROS,Arbol aislado,Ejecutado,2024-02-29,Izquierda,32,5,Poda,Alto,MGT23L14,W22584,W22596,-75.72551486,5.111173415,CALDAS,RISARALDA
OTROS,Arbol aislado,Ejecutado,2024-02-28,Encima,32,5,Tala,Alto,MGT23L14,W22532,W22537,-75.72158027,5.113296006,CALDAS,RISARALDA
OTROS,Arbol aislado,Ejecutado,2024-02-28,Debajo,20,2,Poda,Alto,MGT23L14,W22533,W22534,-75.72009339,5.114290562,CALDAS,RISARALDA
PALMA,Ornamental,Ejecutado,2024-03-04,Izquierda,32,5,Poda,Alto,MGT23L14,W22510,W22511,-75.71693764,5.120436982,CALDAS,RISARALDA
MANGO,Frutales,Inspeccionado,2024-03-04,Debajo,45,5,Poda,Bajo,MGT23L14,W22513,W22514,-75.71641559,5.119727493,CALDAS,RISARALDA
NN,Rastrojo,Ejecutado,2024-09-13,Debajo,5,40,Rocería,Bajo,PSO40L24,A17277,A17278,-75.46480872,5.179642324,CALDAS,NEIRA
PINO PATULA,Plantacion,Ejecutado,2024-09-13,Ambos Lados,50,20,Poda,Alto,PSO40L24,A17276,A17277,-75.46480786,5.179643081,CALDAS,NEIRA
GUADUA,Guadual,Ejecutado,2024-09-13,Ambos Lados,20,5,Tala,Medio,SUP23L15,W66091,W66092,-75.66422592,5.445034928,CALDAS,SUPÍA
GUADUA,Guadual,Ejecutado,2024-09-13,Izquierda,20,5,Tala,Medio,SUP23L15,W66020,W66021,-75.66133216,5.451549985,CALDAS,SUPÍA
OTROS,Arbol aislado,Ejecutado,2024-09-13,Derecha,5,5,Poda,Medio,SUP23L15,W66082,W66083,-75.65304077,5.438540599,CALDAS,SUPÍA
CANIABRAVA,Rastrojo,Ejecutado,2024-09-13,Ambos Lados,15,5,Rocería,Medio,SUP23L15,W66091,W66092,-75.66570775,5.446691359,CALDAS,SUPÍA
NN,Rastrojo,Ejecutado,2024-09-13,Debajo,18,5,Rocería,Medio,SUP23L15,W66008,W66020,-75.66156627,5.450697963,CALDAS,SUPÍA
PALMA,Ornamental,Pendiente Otro,2024-09-13,Izquierda,35,5,Poda,Medio,SUP23L15,W66016,W66017,-75.6589348,5.451796814,CALDAS,SUPÍA
MATARRATON,Cerca Viva,Ejecutado,2024-09-13,Ambos Lados,15,5,Poda,Medio,SUP23L15,W66082,W66083,-75.65294656,5.439070103,CALDAS,SUPÍA
MATARRATON,Cerca Viva,Ejecutado,2024-09-13,Debajo,16,5,Poda,Medio,SUP23L15,W66082,W66083,-75.65315076,5.437917213,CALDAS,SUPÍA
OTROS,Bosque natural,Ejecutado,2024-08-04,Debajo,19,25,Poda,Medio,DQA40L22,A18029,A18030,-75.72906636,4.821531368,RISARALDA,PEREIRA
NN,Arbol aislado,Ejecutado,2024-08-04,Debajo,18,30,Poda,Medio,DQA40L22,A18030,A18031,-75.73013029,4.821720569,RISARALDA,PEREIRA
CARACOLI,Bosque natural,Ejecutado,2024-08-08,Ambos Lados,40,12,Poda,Alto,GTO23L13,L22292,L22293,-74.77198089,5.331843141,CALDAS,LA DORADA
PALMA,Ornamental,Ejecutado,2024-08-08,Ambos Lados,45,12,Poda,Alto,GTO23L13,L22292,L22293,-74.77581445,5.328390247,CALDAS,LA DORADA
PALMA,Ornamental,Ejecutado,2024-08-08,Debajo,45,10,Tala,Alto,GTO23L13,L22292,L22293,-74.77581396,5.32839139,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-08-09,Izquierda,50,50,Poda,Alto,GTO23L12,L21199,L21200,-74.7292457,5.34606273,CALDAS,LA DORADA
OTROS,Arbol aislado,Ejecutado,2024-08-09,Derecha,35,3,Poda,Alto,GTO23L12,L21201,L21202,-74.726986,5.346193,CALDAS,LA DORADA
SAMAN,Arbol aislado,Pendiente Apagon,2024-08-09,Encima,35,8,Poda,Alto,GTO23L12,L21203,L21204,-74.724285,5.346833,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-08-27,Ambos Lados,30,40,Tala,Alto,VCT30L12,B65022,B65023,-74.93660757,5.369607276,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-08-28,Debajo,5,30,Rocería,Alto,VCT30L12,B65014,E14018,-74.92168965,5.348815809,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-08-28,Debajo,5,57,Rocería,Alto,VCT30L12,E14017,E14018,-74.92158425,5.348631953,CALDAS,VICTORIA
OTROS,Bosque natural,Ejecutado,2024-08-27,Ambos Lados,40,20,Tala,Medio,VCT30L12,B65022,B65023,-74.93630812,5.369316493,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-08-27,Debajo,5,50,Rocería,Alto,VCT30L12,B65023,B65024,-74.93673184,5.369731817,CALDAS,VICTORIA
NN,Cerca Viva,Ejecutado,2024-08-30,Debajo,30,20,Poda,Alto,RIO30L12,B49025,B49026,-75.62127963,5.387217805,CALDAS,LA MERCED
NN,Bosque natural secundario,Ejecutado,2024-08-30,Derecha,50,50,Poda,Alto,VCT30L12,B65016,B65017,-74.93166729,5.364494123,CALDAS,VICTORIA
NN,Bosque natural secundario,Ejecutado,2024-08-30,Derecha,20,40,Tala,Alto,VCT30L12,B65016,B65017,-74.93166443,5.364490016,CALDAS,VICTORIA
GUASIMO,Arbol aislado,Ejecutado,2024-09-16,Ambos Lados,40,6,Poda,Alto,DON23L13,L13417,L13418,-74.67086155,5.584675289,CALDAS,LA DORADA
GUASIMO,Arbol aislado,Ejecutado,2024-09-16,Ambos Lados,35,9,Tala,Alto,DON23L13,L13418,L13419,-74.67071511,5.585009315,CALDAS,LA DORADA
CHICALA,Arbol aislado,Ejecutado,2024-09-16,Ambos Lados,30,10,Tala,Alto,DON23L13,L13418,L13419,-74.67071077,5.585022387,CALDAS,LA DORADA
SIETE CUEROS,Arbol aislado,Ejecutado,2024-09-16,Izquierda,50,6,Poda,Alto,DON23L13,L13418,L13419,-74.67084768,5.584701261,CALDAS,LA DORADA
CHICALA,Arbol aislado,Ejecutado,2024-09-16,Debajo,25,5,Tala,Alto,DON23L13,L13417,L13418,-74.67085646,5.58468738,CALDAS,LA DORADA
TACHUELO,Arbol aislado,Ejecutado,2024-09-16,Izquierda,40,6,Tala,Alto,DON23L13,L13418,L13419,-74.67075588,5.584915635,CALDAS,LA DORADA
GUASIMO,Arbol aislado,Ejecutado,2024-09-16,Debajo,30,4,Tala,Alto,DON23L13,L13417,L13418,-74.67085708,5.584686058,CALDAS,LA DORADA
GAVILAN,Arbol aislado,Ejecutado,2024-09-16,Derecha,35,10,Tala,Alto,DON23L13,L13417,L13418,-74.67135393,5.583562417,CALDAS,LA DORADA
CHICALA,Arbol aislado,Ejecutado,2024-09-16,Debajo,30,8,Tala,Alto,DON23L13,L13418,L13419,-74.67084813,5.584705898,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-07-02,Ambos Lados,30,10,Poda,Alto,AMR23L12,C32064,C32065,-75.6711359,5.133462424,CALDAS,PALESTINA
MATARRATON,Arbol aislado,Ejecutado,2024-08-15,Izquierda,30,20,Poda,Bajo,AMR23L13,C30409,C30410,-75.60721007,5.122526899,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-08-15,Ambos Lados,45,10,Poda,Medio,CHI23L18,M32142,M32144,-75.555047,5.084332,CALDAS,MANIZALES
GUAMO SANTAFERENO,Arbol aislado,Ejecutado,2024-08-15,Encima,35,5,Poda,Medio,CHI23L18,M32144,M32146,-75.555252,5.083962,CALDAS,MANIZALES
LECHUDO,Arbol aislado,Ejecutado,2024-08-15,Ambos Lados,45,40,Poda,Medio,CHI23L18,M32144,M32149,-75.555344,5.083931,CALDAS,MANIZALES
CEDRO,Arbol aislado,Inspeccionado,2024-08-15,Derecha,60,3,Poda,Alto,CHI23L18,M32144,M32149,-75.557393,5.081322,CALDAS,MANIZALES
NN,Rastrojo,Ejecutado,2024-08-13,Debajo,10,8,Poda,Alto,LMC23L12,N32133,N32134,-75.552498,5.4402,CALDAS,LA MERCED
OTROS,Bosque natural,Ejecutado,2024-08-14,Debajo,45,30,Tala,Medio,SCH23L12,W17167,W17173,-76.04947377,5.437949131,RISARALDA,MISTRATÓ
MATARRATON,Cerca Viva,Ejecutado,2024-06-20,Debajo,25,5,Poda,Alto,QHI23L12,C34472,C34473,-75.669796,5.271161728,RISARALDA,QUINCHÍA
MATARRATON,Cerca Viva,Ejecutado,2024-06-20,Ambos Lados,25,5,Poda,Alto,QHI23L12,C34472,C34473,-75.66908689,5.269518082,RISARALDA,QUINCHÍA
MATARRATON,Cerca Viva,Ejecutado,2024-08-22,Ambos Lados,25,8,Poda,Alto,FIL23L13,N11027,N11628,-75.55025,5.227729,CALDAS,FILADELFIA
MATARRATON,Cerca Viva,Ejecutado,2024-08-22,Debajo,20,8,Poda,Alto,FIL23L13,N11621,N11629,-75.547314,5.230153,CALDAS,FILADELFIA
NN,Bosque natural secundario,Ejecutado,2024-08-22,Debajo,15,8,Poda,Alto,AMA23L16,W30944,W30947,-75.845766,5.297071,RISARALDA,GUÁTICA
OTROS,Bosque natural,Ejecutado,2024-09-11,Izquierda,15,2,Tala,Medio,FLR23L12,E50013,E50014,-75.07372,5.535227,CALDAS,SAMANÁ
NN,Bosque natural secundario,Ejecutado,2024-09-11,Derecha,20,30,Rocería,Medio,FLR23L12,E50014,E50016,-75.073962,5.535395,CALDAS,SAMANÁ
NN,Bosque natural secundario,Ejecutado,2024-09-11,Debajo,22,15,Rocería,Medio,FLR23L12,E50015,E50022,-75.073969,5.534593,CALDAS,SAMANÁ
SIETE CUEROS,Bosque natural,Ejecutado,2024-09-11,Debajo,13,12,Tala,Alto,FLR23L12,E50015,E50022,-75.073987,5.534539,CALDAS,SAMANÁ
GUADUA,Guadual,Ejecutado,2024-09-04,Debajo,13,5,Tala,Alto,PSV23L13,E62095,E62116,-75.13655559,5.49198383,CALDAS,PENSILVANIA
OTROS,Bosque natural,Inspeccionado,2024-09-03,Debajo,0,0,Poda,No aplica,DOR23L15,L23068,L23069,-74.69301274,5.386997097,CALDAS,LA DORADA
VAINILLO,Ornamental,Ejecutado,2024-09-03,Encima,30,5,Poda,Medio,DOR23L15,L23046,L23075,-74.7011819,5.389595647,CALDAS,LA DORADA
GUASIMO,Bosque natural,Ejecutado,2024-09-03,Debajo,25,5,Poda,Medio,DOR23L15,L23066,L23067,-74.6946368,5.386679231,CALDAS,LA DORADA
ACACIA AMARILLA,Arbol aislado,Inspeccionado,2024-09-03,Ambos Lados,20,30,Poda,Alto,DOR23L15,L23072,L23073,-74.68927,5.388253,CALDAS,LA DORADA
OTROS,Arbol aislado,Pendiente Apagon,2024-08-14,Ambos Lados,100,20,Poda,Alto,INS23L14,C23652,C23653,-75.7239993,5.025194482,RISARALDA,MARSELLA
CANIABRAVA,Cerca Viva,Inspeccionado,2024-08-14,Debajo,15,20,Rocería,Bajo,INS23L14,C23145,C23659,-75.72558022,5.035742042,RISARALDA,MARSELLA
GUADUA,Guadual,Pendiente Apagon,2024-08-14,Encima,15,8,Tala,Alto,INS23L14,C23864,C23865,-75.72483792,5.031950508,RISARALDA,MARSELLA
CANIABRAVA,Cerca Viva,Ejecutado,2024-08-14,Izquierda,15,15,Rocería,Alto,INS23L14,C23145,C23659,-75.72561512,5.035622891,RISARALDA,MARSELLA
PAYANDE,Bosque natural,Ejecutado,2024-08-15,Derecha,50,10,Poda,Alto,BEO23L12,L20048,L20049,-74.70910899,5.327124518,CALDAS,LA DORADA
OTROS,Bosque natural,Pendiente Apagon,2024-08-15,Ambos Lados,40,12,Poda,Alto,BEO23L12,L20046,L20047,-74.71014498,5.325105841,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-08-15,Debajo,35,10,Tala,Alto,BEO23L12,L20048,L20049,-74.70910795,5.327128476,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-08-15,Ambos Lados,35,15,Tala,Alto,BEO23L12,L20046,L20047,-74.7101246,5.325144618,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-08-15,Ambos Lados,35,15,Poda,Alto,BEO23L12,L20046,L20047,-74.71012702,5.325138177,CALDAS,LA DORADA
PAYANDE,Bosque natural,Ejecutado,2024-08-15,Derecha,25,8,Poda,Medio,BEO23L12,L20045,L20046,-74.71064665,5.324122802,CALDAS,LA DORADA
OTROS,Bosque natural,Ejecutado,2024-09-09,Ambos Lados,15,20,Rocería,Alto,AGU23L12,N40078,N40079,-75.43573029,5.603930708,CALDAS,AGUADAS
EUCALIPTO,Plantacion,Pendiente Apagon,2024-09-09,Ambos Lados,60,10,Poda,Alto,AGU23L12,N40078,N40079,-75.4349916,5.604267171,CALDAS,AGUADAS
PINO,Bosque natural,Ejecutado,2024-09-09,Izquierda,30,8,Poda,Alto,AGU23L12,N40076,N40077,-75.43591302,5.603967089,CALDAS,AGUADAS
EUCALIPTO,Plantacion,Ejecutado,2024-09-09,Izquierda,35,8,Poda,Alto,AGU23L12,N40078,N40079,-75.43518297,5.604176882,CALDAS,AGUADAS
OTROS,Bosque natural,Ejecutado,2024-09-09,Debajo,20,8,Poda,Alto,AGU23L12,N40077,N40078,-75.4358096,5.603944346,CALDAS,AGUADAS
GUASIMO,Bosque natural,Ejecutado,2024-09-09,Derecha,40,5,Poda,Alto,DON23L12,L10949,L10950,-74.68330473,5.476736014,CALDAS,LA DORADA
MANGO,Frutales,Ejecutado,2024-09-09,Debajo,30,5,Poda,Alto,DON23L12,L10948,L10949,-74.68293111,5.476573499,CALDAS,LA DORADA
GUASIMO,Bosque natural,Ejecutado,2024-09-09,Encima,45,5,Poda,Alto,DON23L12,L10949,L10950,-74.68355365,5.4768871,CALDAS,LA DORADA
NN,Bosque natural secundario,Ejecutado,2024-09-05,Debajo,2,4,Rocería,Medio,AMA23L12,W30390,W30397,-75.74296368,5.209956843,CALDAS,ANSERMA
SWINGLEA,Cerca Viva,Ejecutado,2024-08-12,Derecha,25,3,Poda,Medio,CHA23L17,C40604,C40605,-75.59602134,4.983572275,CALDAS,CHINCHINÁ
NN,Rastrojo,Inspeccionado,2024-08-21,Debajo,10,10,Poda,Alto,FIL23L13,N11628,N11630,-75.549112,5.227741,CALDAS,FILADELFIA
CARBONERO,Arbol aislado,Ejecutado,2024-08-21,Derecha,30,6,Poda,Alto,FIL23L13,N11628,N11630,-75.549146,5.227727,CALDAS,FILADELFIA
HIGUERON,Arbol aislado,Ejecutado,2024-09-13,Derecha,50,5,Poda,Alto,SUP23L15,W66091,W66092,-75.66422424,5.445028896,CALDAS,SUPÍA
MATARRATON,Cerca Viva,Ejecutado,2024-09-13,Izquierda,30,25,Poda,Medio,SUP23L15,W66010,W66012,-75.657591,5.450238,CALDAS,SUPÍA
MATARRATON,Cerca Viva,Ejecutado,2024-09-13,Debajo,15,5,Poda,Medio,SUP23L15,W66008,W66072,-75.656989,5.449036,CALDAS,SUPÍA
MATARRATON,Cerca Viva,Ejecutado,2024-09-13,Ambos Lados,30,12,Poda,Alto,SUP23L15,W66082,W66083,-75.652896,5.439221,CALDAS,SUPÍA
MATARRATON,Cerca Viva,Ejecutado,2024-09-13,Debajo,30,25,Poda,Alto,SUP23L15,W66020,W66021,-75.661294,5.451566,CALDAS,SUPÍA
ACACIA,Arbol aislado,Pendiente Apagon,2024-09-13,Derecha,80,7,Poda,Medio,SUP23L15,W66014,W66015,-75.658066,5.451569,CALDAS,SUPÍA
YARUMO,Arbol aislado,Ejecutado,2024-09-13,Derecha,40,7,Poda,Medio,SUP23L15,W66008,W66020,-75.661548,5.450754,CALDAS,SUPÍA
ACACIA,Arbol aislado,Pendiente Apagon,2024-09-13,Izquierda,70,6,Poda,Alto,SUP23L15,W66013,W66014,-75.65794,5.451632,CALDAS,SUPÍA
GUAYABO,Frutales,Ejecutado,2024-09-13,Debajo,25,6,Poda,Medio,SUP23L15,W66072,W66073,-75.656929,5.448762,CALDAS,SUPÍA
GUAMO,Arbol aislado,Ejecutado,2024-09-13,Derecha,50,6,Poda,Medio,SUP23L15,W66082,W66083,-75.653135,5.438015,CALDAS,SUPÍA
OTROS,Arbol aislado,Ejecutado,2024-08-09,Debajo,45,4,Poda,Alto,GTO23L12,L21200,L21201,-74.728025,5.346176,CALDAS,LA DORADA
GUANABANO,Frutales,Ejecutado,2024-08-09,Izquierda,38,15,Poda,Alto,RIO30L12,B49005,B49006,-75.69396352,5.40689519,CALDAS,RIOSUCIO
LAUREL COLORADO,Arbol aislado,Ejecutado,2024-08-09,Derecha,62,15,Poda,Alto,RIO30L12,B49008,B49009,-75.68916741,5.405765914,CALDAS,RIOSUCIO
NN,Rastrojo,Ejecutado,2024-08-09,Debajo,15,15,Rocería,Alto,RIO30L12,B49007,B49008,-75.6902403,5.406012468,CALDAS,RIOSUCIO
MATARRATON,Cerca Viva,Ejecutado,2024-08-09,Debajo,35,15,Poda,Alto,RIO30L12,B49005,B49006,-75.69476562,5.407063967,CALDAS,RIOSUCIO
NN,Rastrojo,Ejecutado,2024-08-09,Debajo,10,15,Rocería,Alto,RIO30L12,B49006,B49007,-75.69345408,5.406785883,CALDAS,RIOSUCIO
GUAYABO,Frutales,Ejecutado,2024-08-09,Debajo,30,30,Poda,Alto,RIO30L12,B49004,B49005,-75.69787558,5.407809954,CALDAS,RIOSUCIO
LECHUDO,Arbol aislado,Ejecutado,2024-08-09,Derecha,96,15,Poda,Alto,RIO30L12,B49006,B49007,-75.69033256,5.406034708,CALDAS,RIOSUCIO
AGUACATE,Frutales,Ejecutado,2024-08-09,Izquierda,62,15,Poda,Alto,RIO30L12,B49006,B49007,-75.69344329,5.406784519,CALDAS,RIOSUCIO
YARUMO,Bosque natural,Ejecutado,2024-08-30,Izquierda,22,10,Tala,Alto,VCT23L13,E12080,E12081,-74.942301,5.335922,CALDAS,VICTORIA
GUAYABO,Frutales,Ejecutado,2024-08-30,Debajo,5,6,Poda,Alto,MLA23L15,E25045,E25622,-75.06769329,5.283997921,CALDAS,MARQUETALIA
NN,Rastrojo,Inspeccionado,2024-08-30,Debajo,1,4,Rocería,Bajo,MLA23L15,E25096,E25601,-75.06042499,5.296239286,CALDAS,MARQUETALIA
NN,Arbol aislado,Ejecutado,2024-08-30,Debajo,3,5,Poda,Alto,MLA23L15,E25031,E25032,-75.06487527,5.288503298,CALDAS,MARQUETALIA
GUAYABO,Frutales,Ejecutado,2024-08-30,Debajo,4,5,Poda,Alto,MLA23L15,E25032,E25036,-75.06748823,5.286057597,CALDAS,MARQUETALIA
OTROS,Bosque natural,Ejecutado,2024-07-02,Ambos Lados,40,10,Poda,Alto,AMR23L12,C32263,C32264,-75.67081429,5.125765102,CALDAS,PALESTINA
MATARRATON,Cerca Viva,Ejecutado,2024-07-01,Ambos Lados,30,10,Poda,Alto,AMR23L12,C32201,C32319,-75.63479201,5.157195402,CALDAS,NEIRA
SAMAN,Arbol aislado,Ejecutado,2024-07-02,Debajo,80,10,Poda,Alto,AMR23L12,C32054,C32055,-75.66635087,5.120841746,CALDAS,PALESTINA
GUADUA,Guadual,Ejecutado,2024-07-03,Debajo,15,20,Tala,Alto,AMR23L13,C30039,C30040,-75.62872823,5.084886929,CALDAS,MANIZALES
